student_id,study_hours_per_week,attendance_rate,previous_grade,sleep_hours,extracurricular_count,part_time_job,internet_access,parental_education,study_group,final_exam_score
STU1702,6.8,98.3,38.8,7.8,4,0,1,High School,1,60.5
STU1054,9.6,87.8,69.2,6.3,5,0,1,Bachelor's,0,61.4
STU1623,8.9,99.0,62.5,5.8,2,1,1,High School,0,62.0
STU1387,14.6,,62.8,6.7,0,0,1,Master's,0,64.9
STU1168,11.2,94.2,61.0,4.4,0,0,1,High School,1,64.2
STU1543,11.1,79.7,76.7,6.4,1,1,1,Bachelor's,1,67.2
STU1585,22.0,85.9,72.2,,1,0,1,Bachelor's,1,72.3
STU1475,10.3,85.2,56.6,3.9,1,1,1,Master's,1,54.0
STU1390,0.4,100.0,76.7,8.7,2,0,1,Bachelor's,1,78.3
STU1024,9.9,66.4,74.3,6.9,2,0,1,Bachelor's,1,71.0
STU1298,3.2,94.7,66.6,7.3,1,0,1,Bachelor's,1,58.3
STU1669,0.0,67.3,66.5,5.7,1,1,1,PhD,1,40.3
STU1640,4.5,78.4,86.8,8.4,0,0,0,Bachelor's,0,61.7
STU1018,16.4,87.7,75.9,7.6,1,0,1,Bachelor's,0,73.7
STU1636,11.1,80.6,71.5,7.0,0,0,1,Bachelor's,1,78.0
STU1312,20.7,73.5,78.6,6.7,2,1,1,High School,0,69.5
STU1254,10.8,71.2,77.7,6.8,3,1,1,High School,1,59.4
STU1225,13.1,81.4,80.1,6.6,1,1,1,Bachelor's,1,68.9
STU1087,12.1,,75.0,,2,0,0,Bachelor's,0,70.6
STU1440,11.1,97.8,83.1,6.6,0,0,1,Bachelor's,1,72.1
STU1465,9.7,83.8,69.9,5.2,1,0,0,,0,53.3
STU1599,3.1,,62.2,6.4,1,0,1,Bachelor's,0,52.5
STU1222,12.9,89.1,86.7,8.8,2,1,1,High School,0,70.9
STU1610,6.8,80.8,81.5,9.9,2,1,1,High School,1,63.5
STU1514,16.0,90.7,77.9,7.3,1,0,0,Master's,1,84.9
STU1218,11.2,81.6,77.8,5.8,1,0,1,Master's,0,66.4
STU1649,10.0,79.1,86.0,8.7,2,1,0,High School,1,69.9
STU1409,5.5,88.0,79.5,5.0,2,1,1,High School,0,54.3
STU1459,11.9,80.2,58.9,5.6,0,0,1,High School,1,61.5
STU1779,5.5,88.5,71.0,,3,1,1,High School,1,72.7
STU1762,15.7,76.8,67.8,,1,1,1,Bachelor's,0,71.7
STU1193,19.3,98.1,68.4,7.7,2,1,1,Bachelor's,1,81.9
STU1790,8.3,71.1,48.5,5.0,0,0,0,Master's,1,62.0
STU1286,13.3,71.0,59.2,4.5,0,1,1,Bachelor's,0,63.4
STU1066,10.3,71.6,74.7,6.2,0,0,1,High School,1,61.4
STU1757,16.3,92.7,75.9,6.5,0,1,1,Bachelor's,1,76.8
STU1071,6.3,74.9,52.8,6.2,0,1,1,Bachelor's,1,56.1
STU1082,10.2,73.9,65.5,7.1,1,0,1,Master's,0,57.0
STU1737,16.0,68.1,82.0,8.2,2,1,1,Bachelor's,0,78.0
STU1453,22.4,88.0,100.0,7.1,0,1,1,Bachelor's,0,81.3
STU1671,13.4,96.3,58.9,7.1,1,0,0,Bachelor's,0,53.3
STU1015,7.7,88.1,78.4,8.6,1,0,1,Bachelor's,1,72.4
STU1742,6.9,87.4,47.3,6.5,1,0,1,High School,0,42.7
STU1596,9.4,,69.8,5.2,3,0,1,Master's,1,65.6
STU1526,19.3,87.9,98.5,7.8,2,0,1,Master's,1,90.1
STU1437,6.7,90.7,84.0,7.1,1,0,1,Master's,0,71.0
STU1406,11.4,77.9,70.9,9.0,2,1,1,Master's,0,58.6
STU1781,11.6,,81.5,4.9,2,0,1,Bachelor's,1,53.0
STU1785,13.2,68.8,64.6,,3,0,0,High School,0,55.2
STU1135,6.9,90.9,83.0,8.2,1,0,1,High School,1,73.7
STU1652,20.3,83.9,80.1,5.6,1,1,1,High School,1,88.8
STU1416,17.4,66.9,71.7,4.9,1,1,1,High School,1,68.9
STU1029,14.2,58.3,84.9,9.2,1,0,1,Master's,0,76.2
STU1181,13.1,69.7,73.1,8.1,3,0,1,Bachelor's,0,77.9
STU1227,21.4,85.4,90.7,8.7,1,0,1,High School,1,84.2
STU1404,14.6,78.5,55.1,5.7,2,1,1,PhD,0,65.0
STU1364,11.4,75.1,63.2,6.1,1,0,1,High School,1,59.3
STU1755,17.7,78.7,45.8,5.8,2,0,1,Bachelor's,0,71.0
STU1104,7.3,78.8,74.8,8.4,2,0,1,Bachelor's,0,66.5
STU1321,11.0,,84.3,,1,0,1,Master's,0,71.6
STU1268,12.3,99.5,67.6,,0,1,1,Bachelor's,1,68.4
STU1445,4.6,85.7,60.1,5.4,1,0,1,Bachelor's,1,67.0
STU1555,10.5,89.7,79.2,5.5,0,0,1,High School,1,63.0
STU1392,9.6,82.4,74.8,5.8,1,0,1,PhD,1,71.8
STU1758,15.2,93.1,86.5,4.9,0,1,1,Bachelor's,0,77.0
STU1515,13.7,100.0,68.9,9.3,0,1,0,Master's,0,65.9
STU1241,11.5,94.7,72.1,6.7,0,0,1,Master's,1,67.8
STU1430,6.8,79.5,87.7,5.6,1,0,1,Bachelor's,1,52.4
STU1548,15.5,94.2,67.6,7.7,4,0,1,High School,1,78.5
STU1491,13.8,80.6,79.6,7.3,4,0,1,Bachelor's,1,75.7
STU1203,15.2,91.3,67.1,7.1,3,1,1,Bachelor's,0,76.6
STU1720,11.5,72.3,77.0,7.2,1,0,1,Bachelor's,0,62.6
STU1083,10.1,73.3,86.7,6.8,4,0,1,High School,1,75.6
STU1118,20.0,98.6,79.3,7.5,1,0,0,Bachelor's,1,78.5
STU1096,5.4,78.2,66.4,6.6,1,0,1,High School,1,60.8
STU1492,10.6,,73.6,6.7,1,0,1,Master's,1,80.7
STU1166,16.7,82.4,57.4,7.1,1,0,1,High School,0,69.9
STU1523,11.0,69.4,72.8,6.0,3,0,1,High School,1,76.8
STU1189,20.3,80.2,84.2,,1,0,1,Master's,1,75.9
STU1733,11.1,73.4,71.6,6.0,2,1,1,High School,0,52.7
STU1673,5.4,62.4,82.9,7.8,0,1,1,High School,1,51.4
STU1092,9.9,80.9,55.4,7.8,2,0,1,Master's,0,61.4
STU1366,8.3,100.0,74.9,4.4,1,0,1,High School,0,63.0
STU1315,10.5,85.8,35.4,6.9,2,0,1,Bachelor's,0,56.9
STU1261,10.7,99.5,59.0,,3,0,1,PhD,1,71.7
STU1361,13.9,81.4,64.3,4.7,1,0,1,High School,0,59.6
STU1138,22.0,94.4,62.2,7.6,4,0,1,Bachelor's,0,76.2
STU1716,4.2,77.9,68.5,5.9,2,0,1,Bachelor's,0,52.0
STU1276,8.2,98.2,80.8,8.8,3,1,1,High School,0,74.1
STU1384,4.0,,62.6,7.3,0,0,1,Master's,1,67.6
STU1056,10.6,88.4,76.7,8.1,0,0,1,Bachelor's,0,72.2
STU1646,15.1,100.0,53.0,,2,1,1,PhD,0,80.5
STU1573,7.5,68.9,57.4,6.0,1,1,0,Bachelor's,1,55.8
STU1410,4.6,93.9,56.8,6.0,3,0,1,Bachelor's,1,55.1
STU1088,14.4,60.0,70.3,8.6,3,0,1,High School,0,57.4
STU1648,12.8,81.9,71.3,8.0,0,0,0,Bachelor's,1,66.0
STU1556,8.2,81.2,76.0,7.5,3,1,1,Master's,1,77.6
STU1280,14.4,87.4,80.7,8.4,1,0,1,Bachelor's,1,74.7
STU1370,12.1,73.5,69.2,8.1,4,0,1,,0,72.7
STU1139,26.6,93.7,73.3,7.6,1,0,1,PhD,1,83.2
STU1360,11.2,73.1,74.0,5.9,2,0,1,Bachelor's,1,71.2
STU1460,13.6,95.0,54.6,4.9,3,0,1,High School,0,64.0
STU1509,14.3,81.5,74.5,7.5,1,1,1,Bachelor's,1,67.3
STU1287,12.3,69.6,74.4,6.5,0,0,1,,0,75.3
STU1711,15.5,90.5,75.4,8.4,0,0,1,Master's,0,84.8
STU1699,11.0,73.2,68.3,7.6,2,0,1,Bachelor's,1,64.1
STU1505,9.3,60.2,65.9,6.9,1,1,1,High School,0,60.8
STU1402,16.1,89.2,77.2,7.9,1,0,1,Bachelor's,1,84.5
STU1340,0.5,100.0,56.7,,2,0,1,High School,0,60.3
STU1557,6.8,79.9,62.3,6.9,1,1,1,PhD,0,55.5
STU1365,19.4,76.4,77.8,5.9,1,1,1,PhD,0,86.3
STU1023,11.2,63.8,86.1,6.2,2,1,1,High School,1,70.4
STU1345,1.7,91.9,50.4,8.3,1,0,0,High School,0,41.9
STU1164,16.2,84.6,59.4,8.3,0,0,0,High School,1,70.2
STU1760,18.2,81.1,90.8,6.7,3,0,1,High School,0,72.1
STU1334,12.2,83.4,55.8,6.8,1,1,1,Bachelor's,0,65.4
STU1310,17.9,99.9,62.6,6.7,1,0,1,Bachelor's,0,77.0
STU1736,15.9,92.5,,8.4,1,0,1,High School,1,92.4
STU1128,8.8,82.7,72.9,,1,0,1,Bachelor's,0,71.7
STU1353,16.1,79.4,64.2,6.9,3,0,1,Bachelor's,1,69.1
STU1559,7.6,82.5,63.1,9.3,1,0,1,High School,1,70.6
STU1777,14.0,95.3,63.6,7.0,1,0,1,Master's,0,58.1
STU1240,7.6,75.5,65.0,7.6,0,1,1,Master's,0,65.0
STU1533,14.3,87.7,75.9,8.2,1,1,1,High School,1,68.5
STU1318,16.9,88.5,68.2,8.2,1,0,1,High School,1,87.3
STU1602,18.4,83.0,73.1,,3,1,0,Master's,0,72.3
STU1262,13.2,80.4,89.0,6.3,3,1,1,High School,0,69.4
STU1428,5.1,90.6,74.5,4.6,1,0,1,High School,1,57.1
STU1098,14.0,89.8,51.1,6.1,0,0,1,High School,0,55.3
STU1606,15.8,,66.5,4.2,1,0,1,High School,1,69.9
STU1732,14.7,94.8,75.1,6.9,2,0,1,Master's,0,81.2
STU1727,15.8,83.3,89.6,7.3,0,0,1,High School,1,76.3
STU1709,15.2,86.3,75.1,5.7,0,0,1,Bachelor's,0,67.2
STU1089,14.2,68.0,82.5,6.8,2,1,1,PhD,1,83.2
STU1202,12.5,80.9,68.3,6.7,2,0,1,Bachelor's,0,65.7
STU1003,16.7,88.8,54.9,5.9,1,0,1,Bachelor's,0,57.8
STU1255,15.9,99.7,63.7,6.0,4,0,1,PhD,0,80.4
STU1331,15.2,82.4,67.2,5.1,0,1,1,Bachelor's,1,67.7
STU1743,2.7,84.0,69.7,,2,1,1,Bachelor's,0,47.7
STU1433,2.8,85.9,67.2,5.5,3,0,1,Bachelor's,1,61.7
STU1748,10.1,,90.0,9.1,0,0,1,Bachelor's,0,58.0
STU1594,5.6,66.3,74.1,,3,0,1,Bachelor's,1,58.1
STU1486,8.1,71.7,70.9,7.5,1,0,1,Master's,1,63.4
STU1525,9.8,94.7,74.3,8.0,2,0,1,Master's,1,89.7
STU1612,4.9,69.3,87.5,6.3,0,0,1,Bachelor's,1,72.9
STU1260,10.8,83.5,79.9,5.5,0,0,1,PhD,1,75.1
STU1305,6.7,92.0,58.1,6.6,1,1,1,Master's,0,64.1
STU1196,15.2,92.7,68.1,,2,0,1,High School,0,52.5
STU1140,14.1,87.1,67.3,7.4,0,0,1,Bachelor's,0,65.7
STU1122,13.1,86.2,64.0,6.5,2,1,1,Bachelor's,0,63.4
STU1494,10.5,87.6,73.1,5.9,2,0,1,Bachelor's,1,60.3
STU1110,14.2,77.5,65.0,6.0,3,1,1,Bachelor's,1,71.4
STU1084,6.0,74.1,64.3,6.7,3,0,1,Bachelor's,1,72.9
STU1549,15.3,83.9,73.5,8.3,2,0,1,Bachelor's,1,70.3
STU1513,11.6,89.0,74.4,3.9,0,0,1,High School,0,76.3
STU1482,12.5,64.9,58.2,7.8,0,1,1,Master's,1,73.2
STU1562,12.3,67.7,87.6,7.2,2,0,0,,1,90.0
STU1074,12.7,66.1,69.3,5.6,3,1,1,Bachelor's,0,63.9
STU1780,11.7,96.9,68.7,5.5,3,1,1,PhD,0,60.6
STU1656,7.7,100.0,76.0,6.2,1,0,1,,1,64.7
STU1273,22.5,69.1,57.7,7.4,0,0,1,High School,1,64.2
STU1396,15.8,72.7,75.6,7.5,1,0,1,Master's,0,65.3
STU1154,11.7,77.9,85.2,7.3,2,0,1,Master's,0,68.5
STU1191,11.1,99.8,71.9,9.6,0,1,1,,0,69.8
STU1749,7.5,89.0,81.0,7.1,1,0,1,Bachelor's,1,66.6
STU1187,5.9,88.3,52.9,8.6,0,1,1,Master's,1,43.7
STU1050,13.4,81.4,65.9,6.1,2,0,1,High School,1,76.6
STU1038,7.9,100.0,72.1,8.1,1,1,1,Bachelor's,0,55.5
STU1418,11.7,73.0,79.0,7.8,1,1,1,PhD,1,70.6
STU1717,15.4,98.1,,6.6,1,0,1,,1,77.0
STU1208,7.6,92.6,72.5,7.9,2,1,1,Bachelor's,1,62.2
STU1375,23.6,69.0,81.2,10.0,0,1,1,Bachelor's,0,75.2
STU1463,1.6,80.5,76.6,10.0,3,0,1,High School,0,58.0
STU1470,13.7,100.0,67.9,4.4,1,0,1,High School,1,79.2
STU1517,8.6,88.8,73.3,9.2,3,0,1,Bachelor's,0,46.3
STU1075,15.5,65.4,52.6,6.8,0,0,1,High School,0,58.1
STU1248,26.5,75.4,67.4,7.2,0,0,0,High School,1,63.3
STU1302,16.3,91.0,79.2,7.9,1,0,0,High School,0,74.5
STU1798,17.1,100.0,64.3,8.1,1,1,1,Master's,1,80.3
STU1776,6.5,,78.1,7.9,0,0,0,Bachelor's,1,73.5
STU1011,15.9,79.2,69.0,8.8,2,0,0,Bachelor's,1,64.9
STU1485,11.1,,81.3,7.2,2,0,1,PhD,0,79.0
STU1462,4.1,93.0,75.3,5.8,2,0,1,Bachelor's,1,75.4
STU1794,3.1,88.8,61.4,6.6,1,0,1,Bachelor's,0,64.3
STU1281,3.3,83.5,89.1,6.5,1,1,1,High School,0,55.5
STU1253,7.1,100.0,80.1,5.7,0,0,1,Master's,0,63.4
STU1061,10.3,70.6,58.8,5.1,3,0,1,PhD,1,54.5
STU1587,7.8,74.1,66.4,8.9,0,1,1,Bachelor's,0,68.0
STU1754,20.9,71.2,57.8,6.0,1,0,1,Master's,0,73.3
STU1219,8.5,91.2,68.9,9.0,1,1,1,Master's,1,64.9
STU1425,10.2,90.2,54.3,6.6,2,1,1,Bachelor's,0,59.0
STU1369,16.2,81.4,,7.8,1,1,1,High School,1,71.2
STU1570,4.8,69.9,61.8,8.1,0,0,1,High School,1,46.6
STU1069,11.0,84.5,63.6,6.8,1,0,1,Master's,1,62.2
STU1021,8.6,99.4,72.6,6.4,2,0,1,Bachelor's,1,71.8
STU1077,12.8,82.8,76.4,7.1,3,0,1,Bachelor's,1,70.5
STU1547,7.0,77.7,83.2,,5,1,0,Master's,1,67.8
STU1034,15.1,77.5,75.4,6.5,0,1,1,Bachelor's,1,64.8
STU1772,13.3,88.4,70.6,8.1,3,0,1,Bachelor's,0,61.0
STU1125,13.8,100.0,73.2,7.7,5,0,1,PhD,1,85.7
STU1228,7.7,85.0,61.5,5.7,3,0,1,High School,0,72.3
STU1042,8.7,100.0,43.0,5.5,2,0,1,Bachelor's,0,44.8
STU1516,15.3,83.0,72.8,8.8,1,0,1,Bachelor's,0,69.5
STU1572,13.3,89.0,68.4,6.8,0,1,1,Bachelor's,1,66.8
STU1655,13.6,83.9,57.8,5.3,1,1,1,Master's,0,75.2
STU1374,14.8,84.2,55.9,6.2,0,1,1,,1,62.5
STU1205,11.8,88.4,48.9,5.6,0,1,1,Bachelor's,0,58.2
STU1464,6.4,84.5,68.3,5.4,1,0,0,,0,66.1
STU1006,12.6,83.7,78.1,7.2,0,0,1,Master's,0,80.0
STU1493,14.3,63.7,81.8,5.9,1,0,1,,1,71.5
STU1769,20.4,69.1,81.5,5.3,3,0,1,High School,0,73.3
STU1730,14.2,90.6,61.2,7.7,2,1,1,PhD,1,65.5
STU1259,5.1,89.4,55.2,7.4,2,0,1,Bachelor's,0,66.6
STU1282,16.6,89.3,66.5,8.1,1,1,0,High School,0,76.1
STU1723,4.5,83.1,72.1,7.5,1,1,1,Master's,0,53.7
STU1792,14.6,83.3,52.1,6.9,3,0,1,High School,1,72.1
STU1455,12.8,78.7,79.0,8.8,1,0,1,High School,0,69.6
STU1320,15.9,89.5,58.9,7.0,0,0,1,Master's,0,68.8
STU1434,16.6,88.3,73.4,7.4,0,0,1,Master's,0,73.1
STU1299,13.6,97.4,59.1,5.7,0,0,1,Bachelor's,1,58.5
STU1436,9.3,85.3,66.4,7.5,3,1,1,High School,0,61.4
STU1685,9.6,76.9,76.4,7.8,1,1,0,Bachelor's,0,73.1
STU1438,8.7,91.2,60.1,8.4,2,0,1,Master's,0,68.5
STU1325,15.7,82.3,57.7,6.3,0,1,1,Master's,0,64.2
STU1403,10.0,84.0,75.0,5.5,0,0,1,Master's,1,65.0
STU1265,17.1,84.4,73.9,7.0,1,0,0,Bachelor's,0,72.0
STU1564,16.5,81.2,79.3,6.8,1,1,1,Master's,1,71.9
STU1667,14.4,71.4,69.4,7.4,3,0,1,High School,0,69.9
STU1278,18.0,79.1,89.1,4.5,0,1,1,Master's,1,67.6
STU1621,12.2,82.9,62.8,,1,1,1,Bachelor's,1,62.9
STU1553,22.2,88.5,59.1,3.5,5,1,1,Bachelor's,1,81.0
STU1614,8.0,98.7,61.6,8.1,0,0,1,Bachelor's,0,51.9
STU1728,6.3,63.7,74.0,5.9,1,1,1,High School,0,52.2
STU1231,9.0,87.0,72.7,5.5,1,0,1,High School,0,61.5
STU1245,5.6,76.4,47.5,6.6,3,1,1,Bachelor's,1,54.5
STU1167,13.9,77.6,82.1,7.4,0,1,0,Master's,0,68.0
STU1502,8.4,91.1,63.4,8.1,0,0,1,Bachelor's,0,65.1
STU1332,8.5,78.1,61.6,9.0,2,0,1,Master's,0,77.5
STU1426,16.0,92.3,78.8,9.2,2,0,1,High School,1,84.6
STU1541,7.9,89.3,68.0,8.4,2,0,1,Bachelor's,0,54.7
STU1162,22.6,75.0,64.4,8.5,2,1,1,Bachelor's,0,70.3
STU1149,12.8,48.5,82.7,7.4,1,0,1,Bachelor's,1,65.5
STU1226,24.6,63.2,82.3,8.6,2,0,1,Bachelor's,1,83.9
STU1094,3.6,81.9,57.0,8.2,2,1,0,High School,0,60.8
STU1221,13.2,88.2,81.2,5.9,0,1,1,PhD,0,57.1
STU1597,16.1,83.2,72.2,9.8,1,0,1,High School,0,69.5
STU1473,12.9,88.7,68.9,4.3,1,0,1,Bachelor's,0,61.2
STU1795,11.4,89.5,58.1,8.2,1,0,0,Master's,1,68.7
STU1601,9.1,81.8,69.9,7.7,2,1,1,Master's,1,76.6
STU1715,5.9,87.1,76.4,,2,0,1,Bachelor's,0,65.8
STU1034,15.1,77.5,75.4,6.5,0,1,1,Bachelor's,1,64.8
STU1217,18.7,82.3,83.2,8.0,1,1,1,High School,1,61.9
STU1072,7.4,92.2,73.6,7.2,2,0,1,High School,1,66.8
STU1220,10.9,88.4,46.7,5.9,4,0,0,PhD,1,77.4
STU1213,9.6,68.4,71.9,6.3,0,0,1,PhD,1,67.2
STU1705,7.1,90.0,66.1,6.9,1,0,1,High School,1,78.4
STU1394,15.5,100.0,73.1,8.2,2,1,1,Master's,1,82.1
STU1786,12.2,,52.7,5.5,0,0,1,Bachelor's,1,70.7
STU1367,7.9,100.0,70.9,9.1,2,0,1,Bachelor's,0,66.9
STU1012,12.3,87.5,71.5,,2,1,1,Bachelor's,0,60.1
STU1695,8.1,74.0,83.1,5.3,0,1,1,Bachelor's,0,77.5
STU1343,14.1,79.6,45.8,4.5,3,0,1,High School,1,53.8
STU1198,12.0,86.3,,4.3,2,0,0,Bachelor's,0,77.2
STU1234,8.4,79.7,78.9,8.3,3,0,0,Master's,1,61.1
STU1420,12.5,84.6,72.2,4.8,2,1,1,High School,0,76.6
STU1680,16.1,89.5,86.8,6.2,3,0,0,Master's,0,83.0
STU1608,3.6,84.9,79.3,6.4,2,0,1,Master's,0,66.8
STU1642,22.3,71.1,55.3,5.6,0,1,1,High School,0,69.4
STU1297,10.1,89.9,77.4,7.0,0,0,0,High School,0,72.0
STU1063,14.9,85.8,93.6,5.3,1,0,1,High School,0,69.5
STU1607,14.2,91.5,77.3,8.2,0,0,1,Master's,1,78.4
STU1013,17.6,80.0,72.9,4.9,0,0,1,PhD,0,70.5
STU1435,9.0,77.1,80.8,6.7,1,0,1,,0,69.2
STU1017,7.2,87.4,50.7,6.0,0,0,1,Bachelor's,0,50.8
STU1676,23.9,100.0,56.7,6.8,2,1,1,High School,1,61.3
STU1348,4.1,95.2,61.5,6.6,2,1,1,High School,0,45.4
STU1207,5.9,81.3,72.0,6.5,0,1,1,High School,0,53.6
STU1090,15.3,76.7,65.6,7.9,0,0,1,PhD,1,72.4
STU1307,18.5,77.1,73.8,3.1,1,0,1,PhD,0,66.7
STU1341,13.5,61.8,73.1,7.6,0,0,1,High School,1,66.4
STU1380,12.5,,74.0,8.8,0,1,1,Bachelor's,0,66.3
STU1344,20.1,85.1,67.4,8.1,2,1,1,High School,1,61.1
STU1471,10.0,99.5,55.1,5.9,1,0,1,High School,0,62.4
STU1389,4.9,83.6,55.7,6.2,1,0,1,Bachelor's,1,58.1
STU1551,14.8,90.6,80.8,7.8,2,0,1,High School,0,64.8
STU1598,13.2,90.8,69.4,7.9,0,0,1,High School,0,76.9
STU1032,9.4,73.7,73.8,5.5,2,0,1,Master's,1,80.1
STU1763,15.2,73.5,77.8,7.7,1,0,1,High School,1,78.6
STU1657,12.9,85.9,75.0,6.2,0,0,1,Master's,1,71.0
STU1172,9.7,87.2,56.5,8.7,2,0,1,Bachelor's,0,78.8
STU1697,7.2,73.5,63.0,5.9,3,0,1,Master's,0,52.9
STU1698,7.4,92.1,65.9,9.4,1,0,1,High School,1,69.5
STU1408,2.0,100.0,86.3,7.2,2,0,1,Bachelor's,0,69.2
STU1726,13.4,97.0,45.4,6.7,1,0,1,High School,0,74.2
STU1739,0.8,100.0,,9.4,1,0,1,High School,0,61.9
STU1200,13.7,84.4,71.5,6.1,3,0,1,Bachelor's,0,71.6
STU1292,19.4,92.9,58.4,6.7,0,1,1,,1,65.3
STU1583,6.6,83.4,60.0,7.1,1,1,1,High School,0,44.4
STU1710,11.9,85.7,81.9,7.1,1,0,1,High School,0,67.3
STU1510,4.2,73.2,76.7,6.2,1,0,1,Master's,0,62.8
STU1746,21.0,67.2,69.9,7.9,0,0,1,PhD,1,77.2
STU1691,10.8,84.8,,5.9,3,1,1,High School,0,78.6
STU1721,17.6,57.5,87.1,7.0,1,0,1,Master's,1,73.4
STU1793,14.0,77.7,75.7,5.3,2,0,1,High School,0,58.4
STU1783,16.5,78.0,65.8,7.5,1,1,0,PhD,0,76.5
STU1489,15.3,93.2,77.6,6.4,1,0,1,Bachelor's,1,72.3
STU1770,20.6,85.3,58.8,8.2,2,1,1,High School,0,63.0
STU1110,14.2,77.5,65.0,6.0,3,1,1,Bachelor's,1,71.4
STU1133,10.9,100.0,54.7,7.0,1,1,1,High School,0,57.0
STU1060,3.6,75.2,100.0,5.2,2,0,1,Bachelor's,0,73.4
STU1026,14.7,85.3,43.9,9.5,1,0,0,Bachelor's,0,49.3
STU1100,10.1,88.9,58.5,7.5,0,1,1,High School,0,60.7
STU1531,7.3,74.3,100.0,7.9,2,0,1,High School,0,65.6
STU1588,13.2,88.4,96.1,7.1,0,1,1,High School,1,78.3
STU1283,14.3,85.6,73.2,5.9,1,1,1,High School,1,78.5
STU1520,7.1,77.4,78.7,5.9,1,1,1,Master's,0,65.2
STU1363,6.7,69.9,69.2,8.0,1,1,0,Master's,1,59.3
STU1309,20.7,93.4,77.2,6.7,1,0,0,Master's,1,80.3
STU1604,8.8,79.2,85.0,6.5,1,0,1,High School,0,62.9
STU1252,20.6,86.1,68.4,8.5,0,0,1,High School,1,78.9
STU1544,10.7,74.7,63.4,6.6,2,0,1,Bachelor's,1,73.8
STU1481,19.2,63.3,76.6,,0,1,1,High School,0,75.0
STU1441,13.6,75.0,79.9,8.2,2,0,1,High School,1,74.9
STU1647,3.3,100.0,63.1,7.5,2,1,1,Bachelor's,0,53.8
STU1476,17.3,79.0,71.6,5.1,0,0,1,Bachelor's,0,71.5
STU1022,18.1,73.4,81.1,,2,0,1,,0,63.6
STU1062,12.8,84.4,70.8,6.6,1,0,1,Bachelor's,0,64.1
STU1148,17.3,88.8,66.1,4.5,2,0,1,PhD,0,77.6
STU1483,14.9,93.0,73.9,8.3,2,0,1,Master's,0,70.7
STU1738,3.9,75.7,84.6,7.5,5,0,1,Bachelor's,0,78.5
STU1257,10.1,89.1,84.5,5.6,2,1,1,High School,1,76.2
STU1052,4.7,94.1,78.4,7.5,0,1,0,High School,1,60.8
STU1242,3.2,92.0,82.5,5.5,0,0,1,Bachelor's,0,73.0
STU1173,5.9,91.2,92.5,7.0,1,0,1,Bachelor's,0,88.9
STU1035,17.6,,85.0,5.6,1,1,1,Bachelor's,1,82.6
STU1178,11.4,70.8,58.5,8.4,1,1,1,High School,0,56.1
STU1679,11.2,100.0,48.2,8.2,2,0,1,Master's,0,52.6
STU1120,6.9,81.8,84.6,6.5,3,1,1,High School,1,70.0
STU1275,13.9,87.3,50.1,7.3,3,0,0,Bachelor's,0,65.8
STU1044,12.6,86.3,54.1,7.9,1,0,0,Master's,1,58.1
STU1300,20.6,96.3,65.3,7.9,2,1,1,High School,1,76.6
STU1076,9.9,84.9,83.9,4.2,4,0,1,High School,0,67.5
STU1368,13.0,80.9,66.8,7.9,1,1,1,Master's,0,84.5
STU1212,12.2,80.0,75.3,6.0,1,0,1,High School,0,63.6
STU1267,13.8,89.6,80.1,6.4,1,1,1,High School,0,69.9
STU1311,14.2,,78.1,7.7,0,0,1,High School,0,73.6
STU1444,10.3,95.4,55.5,5.9,4,0,1,Bachelor's,1,65.4
STU1503,4.5,92.5,81.3,6.1,3,0,1,High School,1,69.0
STU1495,16.7,93.5,81.4,5.2,2,0,1,High School,1,67.6
STU1033,7.9,81.2,71.8,6.9,0,1,1,Bachelor's,1,66.8
STU1009,7.7,87.2,67.4,6.1,3,0,1,Bachelor's,1,55.8
STU1688,9.7,88.3,83.7,7.0,0,0,1,Bachelor's,0,52.7
STU1160,7.2,100.0,57.9,7.3,1,0,0,Master's,0,66.1
STU1285,9.6,80.9,75.2,7.0,0,0,0,PhD,0,72.9
STU1295,12.9,97.3,65.0,8.0,1,0,1,Bachelor's,1,68.2
STU1616,15.6,100.0,72.1,6.0,0,1,1,High School,1,56.9
STU1625,9.3,75.9,74.8,,2,1,1,Master's,1,64.2
STU1277,6.4,100.0,93.7,7.5,1,0,1,Master's,1,82.8
STU1740,17.0,82.4,89.8,6.6,1,1,1,Bachelor's,1,70.9
STU1603,8.9,80.1,,4.8,1,1,1,Master's,0,72.8
STU1484,11.7,85.6,84.3,6.8,1,0,1,Bachelor's,1,60.5
STU1496,2.8,69.2,82.4,8.1,0,1,1,Bachelor's,1,61.2
STU1182,9.9,87.3,42.8,6.7,3,1,0,,1,55.3
STU1775,13.0,72.4,42.7,4.5,2,0,1,PhD,1,71.4
STU1684,9.8,92.8,77.5,6.2,3,0,1,High School,1,76.9
STU1036,11.4,81.7,50.8,5.5,1,0,1,Master's,0,55.4
STU1156,12.7,80.2,92.5,4.1,3,0,1,High School,0,77.0
STU1002,15.8,88.4,87.2,7.2,1,0,1,Master's,0,91.3
STU1508,9.2,57.2,62.4,5.2,3,1,1,Master's,0,61.1
STU1497,10.3,78.4,62.3,6.9,0,1,1,Master's,0,52.2
STU1308,14.9,98.0,66.4,7.2,2,0,0,Bachelor's,1,63.5
STU1289,11.5,82.2,78.5,4.3,2,0,1,High School,1,58.6
STU1560,11.6,81.2,,5.2,1,1,1,High School,0,60.5
